,city,category,sale.dollars,sale.volume,high.school,bachelor,unemployment,income,Average Income,population,Sale Per Person,pop.white,pop.black,pop.indian,pop.asian,pop.hawai,pop.other,pop.multi,income_per_capita,prop_white,prop_black
1,Cedar Falls,Misc,494165,27993,95.6,43.4,4.7,22434,0.54947585,40828,12.10358088,37938,939,120,1192,45,158,436,0.54947585,92.92152444,2.299892231
2,Cedar Falls,Whisky,1568696,93104,95.6,43.4,4.7,22434,0.54947585,40828,38.42206329,37938,939,120,1192,45,158,436,0.54947585,92.92152444,2.299892231
3,Cedar Falls,Rum,809757,57070,95.6,43.4,4.7,22434,0.54947585,40828,19.83337415,37938,939,120,1192,45,158,436,0.54947585,92.92152444,2.299892231
4,Cedar Falls,Brandy,80056,4982,95.6,43.4,4.7,22434,0.54947585,40828,1.960811208,37938,939,120,1192,45,158,436,0.54947585,92.92152444,2.299892231
5,Cedar Falls,Amaretto,21811,2194,95.6,43.4,4.7,22434,0.54947585,40828,0.534216714,37938,939,120,1192,45,158,436,0.54947585,92.92152444,2.299892231
6,Cedar Falls,Vodka,1223595,103382,95.6,43.4,4.7,22434,0.54947585,40828,29.96950622,37938,939,120,1192,45,158,436,0.54947585,92.92152444,2.299892231
7,Cedar Falls,Gin,135521,10515,95.6,43.4,4.7,22434,0.54947585,40828,3.319315176,37938,939,120,1192,45,158,436,0.54947585,92.92152444,2.299892231
8,Cedar Falls,Schnapps,301807,20729,95.6,43.4,4.7,22434,0.54947585,40828,7.392157343,37938,939,120,1192,45,158,436,0.54947585,92.92152444,2.299892231
9,Cedar Falls,Tequila,291477,18308,95.6,43.4,4.7,22434,0.54947585,40828,7.139144705,37938,939,120,1192,45,158,436,0.54947585,92.92152444,2.299892231
10,Cedar Falls,Distilled Spirits,17062,989,95.6,43.4,4.7,22434,0.54947585,40828,0.417899481,37938,939,120,1192,45,158,436,0.54947585,92.92152444,2.299892231
11,Gowrie,Misc,6449,446,91.1,21.6,8.2,30643,29.26743075,1047,6.159503343,977,3,0,6,0,0,61,29.26743075,93.31423114,0.286532951
12,Gowrie,Whisky,33407,2208,91.1,21.6,8.2,30643,29.26743075,1047,31.90735435,977,3,0,6,0,0,61,29.26743075,93.31423114,0.286532951
13,Gowrie,Rum,15264,1019,91.1,21.6,8.2,30643,29.26743075,1047,14.57879656,977,3,0,6,0,0,61,29.26743075,93.31423114,0.286532951
14,Gowrie,Gin,1698,134,91.1,21.6,8.2,30643,29.26743075,1047,1.621776504,977,3,0,6,0,0,61,29.26743075,93.31423114,0.286532951
15,Gowrie,Vodka,18536,1961,91.1,21.6,8.2,30643,29.26743075,1047,17.70391595,977,3,0,6,0,0,61,29.26743075,93.31423114,0.286532951
16,Gowrie,Brandy,1773,162,91.1,21.6,8.2,30643,29.26743075,1047,1.693409742,977,3,0,6,0,0,61,29.26743075,93.31423114,0.286532951
17,Gowrie,Tequila,3406,169,91.1,21.6,8.2,30643,29.26743075,1047,3.253104107,977,3,0,6,0,0,61,29.26743075,93.31423114,0.286532951
18,Gowrie,Amaretto,356,49,91.1,21.6,8.2,30643,29.26743075,1047,0.340019102,977,3,0,6,0,0,61,29.26743075,93.31423114,0.286532951
19,Gowrie,Schnapps,5139,386,91.1,21.6,8.2,30643,29.26743075,1047,4.908309456,977,3,0,6,0,0,61,29.26743075,93.31423114,0.286532951
20,Gowrie,Distilled Spirits,226,12,91.1,21.6,8.2,30643,29.26743075,1047,0.215854823,977,3,0,6,0,0,61,29.26743075,93.31423114,0.286532951
21,Waterloo,Misc,768992,44673,87.5,22,8.3,29201,0.427183756,68357,11.24964524,52104,10744,270,1346,254,1670,1969,0.427183756,76.22335679,15.71748321
22,Waterloo,Whisky,2674736,165374,87.5,22,8.3,29201,0.427183756,68357,39.12892608,52104,10744,270,1346,254,1670,1969,0.427183756,76.22335679,15.71748321
23,Waterloo,Brandy,1177406,54957,87.5,22,8.3,29201,0.427183756,68357,17.2243662,52104,10744,270,1346,254,1670,1969,0.427183756,76.22335679,15.71748321
24,Waterloo,Rum,1037730,72782,87.5,22,8.3,29201,0.427183756,68357,15.18103486,52104,10744,270,1346,254,1670,1969,0.427183756,76.22335679,15.71748321
25,Waterloo,Tequila,708352,35542,87.5,22,8.3,29201,0.427183756,68357,10.36253785,52104,10744,270,1346,254,1670,1969,0.427183756,76.22335679,15.71748321
26,Waterloo,Gin,427482,32784,87.5,22,8.3,29201,0.427183756,68357,6.253668242,52104,10744,270,1346,254,1670,1969,0.427183756,76.22335679,15.71748321
27,Waterloo,Vodka,2287865,177295,87.5,22,8.3,29201,0.427183756,68357,33.46935939,52104,10744,270,1346,254,1670,1969,0.427183756,76.22335679,15.71748321
28,Waterloo,Amaretto,33984,3469,87.5,22,8.3,29201,0.427183756,68357,0.497154644,52104,10744,270,1346,254,1670,1969,0.427183756,76.22335679,15.71748321
29,Waterloo,Schnapps,411180,28001,87.5,22,8.3,29201,0.427183756,68357,6.015184985,52104,10744,270,1346,254,1670,1969,0.427183756,76.22335679,15.71748321
30,Waterloo,Distilled Spirits,103469,12364,87.5,22,8.3,29201,0.427183756,68357,1.513656246,52104,10744,270,1346,254,1670,1969,0.427183756,76.22335679,15.71748321
31,West Union,Whisky,104745,7999,92.5,26,6.2,26134,10.08256173,2592,40.41087963,2413,116,20,37,0,0,6,10.08256173,93.0941358,4.475308642
32,West Union,Gin,3712,338,92.5,26,6.2,26134,10.08256173,2592,1.432098765,2413,116,20,37,0,0,6,10.08256173,93.0941358,4.475308642
33,West Union,Vodka,58023,6433,92.5,26,6.2,26134,10.08256173,2592,22.38541667,2413,116,20,37,0,0,6,10.08256173,93.0941358,4.475308642
34,West Union,Misc,17764,1160,92.5,26,6.2,26134,10.08256173,2592,6.853395062,2413,116,20,37,0,0,6,10.08256173,93.0941358,4.475308642
35,West Union,Rum,42386,3215,92.5,26,6.2,26134,10.08256173,2592,16.35262346,2413,116,20,37,0,0,6,10.08256173,93.0941358,4.475308642
36,West Union,Brandy,5190,436,92.5,26,6.2,26134,10.08256173,2592,2.002314815,2413,116,20,37,0,0,6,10.08256173,93.0941358,4.475308642
37,West Union,Tequila,10917,712,92.5,26,6.2,26134,10.08256173,2592,4.211805556,2413,116,20,37,0,0,6,10.08256173,93.0941358,4.475308642
38,West Union,Amaretto,1713,229,92.5,26,6.2,26134,10.08256173,2592,0.66087963,2413,116,20,37,0,0,6,10.08256173,93.0941358,4.475308642
39,West Union,Schnapps,22281,1755,92.5,26,6.2,26134,10.08256173,2592,8.596064815,2413,116,20,37,0,0,6,10.08256173,93.0941358,4.475308642
40,Rockwell,Misc,5342,286,92.5,11.8,3.1,33281,30.25545455,1100,4.856363636,1062,32,0,0,0,0,6,30.25545455,96.54545455,2.909090909
41,Rockwell,Tequila,1199,73,92.5,11.8,3.1,33281,30.25545455,1100,1.09,1062,32,0,0,0,0,6,30.25545455,96.54545455,2.909090909
42,Rockwell,Rum,17589,1092,92.5,11.8,3.1,33281,30.25545455,1100,15.99,1062,32,0,0,0,0,6,30.25545455,96.54545455,2.909090909
43,Rockwell,Whisky,41925,3472,92.5,11.8,3.1,33281,30.25545455,1100,38.11363636,1062,32,0,0,0,0,6,30.25545455,96.54545455,2.909090909
44,Rockwell,Distilled Spirits,5,0,92.5,11.8,3.1,33281,30.25545455,1100,0.004545455,1062,32,0,0,0,0,6,30.25545455,96.54545455,2.909090909
45,Rockwell,Gin,604,45,92.5,11.8,3.1,33281,30.25545455,1100,0.549090909,1062,32,0,0,0,0,6,30.25545455,96.54545455,2.909090909
46,Rockwell,Vodka,17131,1935,92.5,11.8,3.1,33281,30.25545455,1100,15.57363636,1062,32,0,0,0,0,6,30.25545455,96.54545455,2.909090909
47,Rockwell,Brandy,2098,199,92.5,11.8,3.1,33281,30.25545455,1100,1.907272727,1062,32,0,0,0,0,6,30.25545455,96.54545455,2.909090909
48,Rockwell,Schnapps,5008,371,92.5,11.8,3.1,33281,30.25545455,1100,4.552727273,1062,32,0,0,0,0,6,30.25545455,96.54545455,2.909090909
49,Rockwell,Amaretto,308,46,92.5,11.8,3.1,33281,30.25545455,1100,0.28,1062,32,0,0,0,0,6,30.25545455,96.54545455,2.909090909
50,Fort Atkinson,Whisky,33047,2459,87.7,13.3,4.3,32031,123.6718147,259,127.5945946,252,0,0,0,0,0,7,123.6718147,97.2972973,0
51,Fort Atkinson,Gin,1132,143,87.7,13.3,4.3,32031,123.6718147,259,4.370656371,252,0,0,0,0,0,7,123.6718147,97.2972973,0
52,Fort Atkinson,Vodka,12680,1467,87.7,13.3,4.3,32031,123.6718147,259,48.95752896,252,0,0,0,0,0,7,123.6718147,97.2972973,0
53,Fort Atkinson,Misc,5239,302,87.7,13.3,4.3,32031,123.6718147,259,20.22779923,252,0,0,0,0,0,7,123.6718147,97.2972973,0
54,Fort Atkinson,Rum,17239,1125,87.7,13.3,4.3,32031,123.6718147,259,66.55984556,252,0,0,0,0,0,7,123.6718147,97.2972973,0
55,Fort Atkinson,Brandy,4799,440,87.7,13.3,4.3,32031,123.6718147,259,18.52895753,252,0,0,0,0,0,7,123.6718147,97.2972973,0
56,Fort Atkinson,Amaretto,670,80,87.7,13.3,4.3,32031,123.6718147,259,2.586872587,252,0,0,0,0,0,7,123.6718147,97.2972973,0
57,Fort Atkinson,Tequila,2271,128,87.7,13.3,4.3,32031,123.6718147,259,8.768339768,252,0,0,0,0,0,7,123.6718147,97.2972973,0
58,Fort Atkinson,Schnapps,10895,991,87.7,13.3,4.3,32031,123.6718147,259,42.06563707,252,0,0,0,0,0,7,123.6718147,97.2972973,0
59,Waukon,Brandy,31885,2940,85.1,17.6,5.9,25617,6.766244057,3786,8.421817221,3670,0,0,0,0,20,96,6.766244057,96.9360803,0
60,Waukon,Rum,100191,6562,85.1,17.6,5.9,25617,6.766244057,3786,26.46354992,3670,0,0,0,0,20,96,6.766244057,96.9360803,0
61,Waukon,Tequila,17798,1118,85.1,17.6,5.9,25617,6.766244057,3786,4.701003698,3670,0,0,0,0,20,96,6.766244057,96.9360803,0
62,Waukon,Misc,57855,3485,85.1,17.6,5.9,25617,6.766244057,3786,15.28129952,3670,0,0,0,0,20,96,6.766244057,96.9360803,0
63,Waukon,Whisky,230471,17016,85.1,17.6,5.9,25617,6.766244057,3786,60.87453777,3670,0,0,0,0,20,96,6.766244057,96.9360803,0
64,Waukon,Gin,8527,676,85.1,17.6,5.9,25617,6.766244057,3786,2.252245114,3670,0,0,0,0,20,96,6.766244057,96.9360803,0
65,Waukon,Vodka,122120,12081,85.1,17.6,5.9,25617,6.766244057,3786,32.25567882,3670,0,0,0,0,20,96,6.766244057,96.9360803,0
66,Waukon,Amaretto,1929,197,85.1,17.6,5.9,25617,6.766244057,3786,0.509508716,3670,0,0,0,0,20,96,6.766244057,96.9360803,0
67,Waukon,Schnapps,68361,5219,85.1,17.6,5.9,25617,6.766244057,3786,18.0562599,3670,0,0,0,0,20,96,6.766244057,96.9360803,0
68,Waukon,Distilled Spirits,3124,218,85.1,17.6,5.9,25617,6.766244057,3786,0.825145272,3670,0,0,0,0,20,96,6.766244057,96.9360803,0
69,Des Moines,Vodka,9907123,771338,87.2,25.2,7.1,28776,0.135188082,212859,46.54312479,164184,23469,993,11722,183,5109,7199,0.135188082,77.13274985,11.0256085
70,Des Moines,Misc,3397260,187528,87.2,25.2,7.1,28776,0.135188082,212859,15.96014263,164184,23469,993,11722,183,5109,7199,0.135188082,77.13274985,11.0256085
71,Des Moines,Brandy,2177548,89852,87.2,25.2,7.1,28776,0.135188082,212859,10.23000202,164184,23469,993,11722,183,5109,7199,0.135188082,77.13274985,11.0256085
72,Des Moines,Whisky,12225234,653282,87.2,25.2,7.1,28776,0.135188082,212859,57.43348414,164184,23469,993,11722,183,5109,7199,0.135188082,77.13274985,11.0256085
73,Des Moines,Amaretto,120986,11081,87.2,25.2,7.1,28776,0.135188082,212859,0.568385645,164184,23469,993,11722,183,5109,7199,0.135188082,77.13274985,11.0256085
74,Des Moines,Tequila,3428570,186907,87.2,25.2,7.1,28776,0.135188082,212859,16.10723531,164184,23469,993,11722,183,5109,7199,0.135188082,77.13274985,11.0256085
75,Des Moines,Rum,4013435,286968,87.2,25.2,7.1,28776,0.135188082,212859,18.85489925,164184,23469,993,11722,183,5109,7199,0.135188082,77.13274985,11.0256085
76,Des Moines,Schnapps,1409948,101552,87.2,25.2,7.1,28776,0.135188082,212859,6.623858986,164184,23469,993,11722,183,5109,7199,0.135188082,77.13274985,11.0256085
77,Des Moines,Distilled Spirits,170983,15285,87.2,25.2,7.1,28776,0.135188082,212859,0.803268831,164184,23469,993,11722,183,5109,7199,0.135188082,77.13274985,11.0256085
78,Des Moines,Gin,1220280,86697,87.2,25.2,7.1,28776,0.135188082,212859,5.732809043,164184,23469,993,11722,183,5109,7199,0.135188082,77.13274985,11.0256085
79,Keokuk,Misc,178004,9237,89.4,15.1,10.3,24935,2.346161084,10628,16.74858863,9333,528,43,82,0,122,520,2.346161084,87.81520512,4.968009033
80,Keokuk,Whisky,701182,39023,89.4,15.1,10.3,24935,2.346161084,10628,65.97497177,9333,528,43,82,0,122,520,2.346161084,87.81520512,4.968009033
81,Keokuk,Amaretto,7819,836,89.4,15.1,10.3,24935,2.346161084,10628,0.735698156,9333,528,43,82,0,122,520,2.346161084,87.81520512,4.968009033
82,Keokuk,Rum,286410,20364,89.4,15.1,10.3,24935,2.346161084,10628,26.94862627,9333,528,43,82,0,122,520,2.346161084,87.81520512,4.968009033
83,Keokuk,Vodka,417977,38449,89.4,15.1,10.3,24935,2.346161084,10628,39.32790741,9333,528,43,82,0,122,520,2.346161084,87.81520512,4.968009033
84,Keokuk,Tequila,126511,7003,89.4,15.1,10.3,24935,2.346161084,10628,11.90355664,9333,528,43,82,0,122,520,2.346161084,87.81520512,4.968009033
85,Keokuk,Schnapps,162382,12078,89.4,15.1,10.3,24935,2.346161084,10628,15.27869778,9333,528,43,82,0,122,520,2.346161084,87.81520512,4.968009033
86,Keokuk,Brandy,42891,2659,89.4,15.1,10.3,24935,2.346161084,10628,4.035660519,9333,528,43,82,0,122,520,2.346161084,87.81520512,4.968009033
87,Keokuk,Gin,34091,2928,89.4,15.1,10.3,24935,2.346161084,10628,3.207659014,9333,528,43,82,0,122,520,2.346161084,87.81520512,4.968009033
88,Keokuk,Distilled Spirits,24655,2898,89.4,15.1,10.3,24935,2.346161084,10628,2.319815581,9333,528,43,82,0,122,520,2.346161084,87.81520512,4.968009033
89,Sac City,Misc,18973,1196,92.7,18.9,5.4,26389,12.07734554,2185,8.683295195,2111,6,0,0,0,2,66,12.07734554,96.61327231,0.274599542
90,Sac City,Vodka,52010,5387,92.7,18.9,5.4,26389,12.07734554,2185,23.80320366,2111,6,0,0,0,2,66,12.07734554,96.61327231,0.274599542
91,Sac City,Tequila,16000,963,92.7,18.9,5.4,26389,12.07734554,2185,7.322654462,2111,6,0,0,0,2,66,12.07734554,96.61327231,0.274599542
92,Sac City,Whisky,139390,11544,92.7,18.9,5.4,26389,12.07734554,2185,63.79405034,2111,6,0,0,0,2,66,12.07734554,96.61327231,0.274599542
93,Sac City,Rum,48721,3405,92.7,18.9,5.4,26389,12.07734554,2185,22.2979405,2111,6,0,0,0,2,66,12.07734554,96.61327231,0.274599542
94,Sac City,Distilled Spirits,2645,283,92.7,18.9,5.4,26389,12.07734554,2185,1.210526316,2111,6,0,0,0,2,66,12.07734554,96.61327231,0.274599542
95,Sac City,Gin,4814,404,92.7,18.9,5.4,26389,12.07734554,2185,2.203203661,2111,6,0,0,0,2,66,12.07734554,96.61327231,0.274599542
96,Sac City,Brandy,6992,652,92.7,18.9,5.4,26389,12.07734554,2185,3.2,2111,6,0,0,0,2,66,12.07734554,96.61327231,0.274599542
97,Sac City,Amaretto,2444,352,92.7,18.9,5.4,26389,12.07734554,2185,1.118535469,2111,6,0,0,0,2,66,12.07734554,96.61327231,0.274599542
98,Sac City,Schnapps,13816,1224,92.7,18.9,5.4,26389,12.07734554,2185,6.323112128,2111,6,0,0,0,2,66,12.07734554,96.61327231,0.274599542
99,Clarinda,Misc,38791,2593,88.8,23.5,5.2,25348,4.667280427,5431,7.142515191,4978,306,19,29,0,34,65,4.667280427,91.65899466,5.634321488
100,Clarinda,Amaretto,2083,181,88.8,23.5,5.2,25348,4.667280427,5431,0.383538943,4978,306,19,29,0,34,65,4.667280427,91.65899466,5.634321488
101,Clarinda,Whisky,185204,11390,88.8,23.5,5.2,25348,4.667280427,5431,34.10127048,4978,306,19,29,0,34,65,4.667280427,91.65899466,5.634321488
102,Clarinda,Brandy,4378,357,88.8,23.5,5.2,25348,4.667280427,5431,0.806113055,4978,306,19,29,0,34,65,4.667280427,91.65899466,5.634321488
103,Clarinda,Vodka,63641,6086,88.8,23.5,5.2,25348,4.667280427,5431,11.7180998,4978,306,19,29,0,34,65,4.667280427,91.65899466,5.634321488
104,Clarinda,Tequila,21346,1406,88.8,23.5,5.2,25348,4.667280427,5431,3.930399558,4978,306,19,29,0,34,65,4.667280427,91.65899466,5.634321488
105,Clarinda,Distilled Spirits,3386,242,88.8,23.5,5.2,25348,4.667280427,5431,0.623457927,4978,306,19,29,0,34,65,4.667280427,91.65899466,5.634321488
106,Clarinda,Gin,6867,714,88.8,23.5,5.2,25348,4.667280427,5431,1.264408028,4978,306,19,29,0,34,65,4.667280427,91.65899466,5.634321488
107,Clarinda,Rum,60422,4092,88.8,23.5,5.2,25348,4.667280427,5431,11.12539127,4978,306,19,29,0,34,65,4.667280427,91.65899466,5.634321488
108,Clarinda,Schnapps,15440,1149,88.8,23.5,5.2,25348,4.667280427,5431,2.842938685,4978,306,19,29,0,34,65,4.667280427,91.65899466,5.634321488
109,Winterset,Misc,50883,3334,91.5,16.3,7.6,31022,6.014346646,5158,9.864870105,4979,1,0,146,0,26,6,6.014346646,96.52966266,0.019387359
110,Winterset,Amaretto,1501,156,91.5,16.3,7.6,31022,6.014346646,5158,0.291004265,4979,1,0,146,0,26,6,6.014346646,96.52966266,0.019387359
111,Winterset,Whisky,249959,16216,91.5,16.3,7.6,31022,6.014346646,5158,48.46044979,4979,1,0,146,0,26,6,6.014346646,96.52966266,0.019387359
112,Winterset,Tequila,35575,2768,91.5,16.3,7.6,31022,6.014346646,5158,6.897053121,4979,1,0,146,0,26,6,6.014346646,96.52966266,0.019387359
113,Winterset,Vodka,125452,12384,91.5,16.3,7.6,31022,6.014346646,5158,24.32183017,4979,1,0,146,0,26,6,6.014346646,96.52966266,0.019387359
114,Winterset,Brandy,9143,686,91.5,16.3,7.6,31022,6.014346646,5158,1.772586274,4979,1,0,146,0,26,6,6.014346646,96.52966266,0.019387359
115,Winterset,Rum,69049,5024,91.5,16.3,7.6,31022,6.014346646,5158,13.38677782,4979,1,0,146,0,26,6,6.014346646,96.52966266,0.019387359
116,Winterset,Schnapps,18401,1233,91.5,16.3,7.6,31022,6.014346646,5158,3.567468011,4979,1,0,146,0,26,6,6.014346646,96.52966266,0.019387359
117,Winterset,Distilled Spirits,4880,368,91.5,16.3,7.6,31022,6.014346646,5158,0.946103141,4979,1,0,146,0,26,6,6.014346646,96.52966266,0.019387359
118,Winterset,Gin,11558,945,91.5,16.3,7.6,31022,6.014346646,5158,2.240791004,4979,1,0,146,0,26,6,6.014346646,96.52966266,0.019387359
119,Spirit Lake,Gin,70165,5131,95.5,29.2,2.9,31108,6.231570513,4992,14.05548878,4831,14,16,22,0,12,97,6.231570513,96.77483974,0.280448718
120,Spirit Lake,Misc,193517,11912,95.5,29.2,2.9,31108,6.231570513,4992,38.76542468,4831,14,16,22,0,12,97,6.231570513,96.77483974,0.280448718
121,Spirit Lake,Whisky,730796,50561,95.5,29.2,2.9,31108,6.231570513,4992,146.3934295,4831,14,16,22,0,12,97,6.231570513,96.77483974,0.280448718
122,Spirit Lake,Vodka,510885,47269,95.5,29.2,2.9,31108,6.231570513,4992,102.3407452,4831,14,16,22,0,12,97,6.231570513,96.77483974,0.280448718
123,Spirit Lake,Brandy,29959,2145,95.5,29.2,2.9,31108,6.231570513,4992,6.001402244,4831,14,16,22,0,12,97,6.231570513,96.77483974,0.280448718
124,Spirit Lake,Rum,370199,26078,95.5,29.2,2.9,31108,6.231570513,4992,74.15845353,4831,14,16,22,0,12,97,6.231570513,96.77483974,0.280448718
125,Spirit Lake,Tequila,113339,8131,95.5,29.2,2.9,31108,6.231570513,4992,22.7041266,4831,14,16,22,0,12,97,6.231570513,96.77483974,0.280448718
126,Spirit Lake,Distilled Spirits,19731,2211,95.5,29.2,2.9,31108,6.231570513,4992,3.952524038,4831,14,16,22,0,12,97,6.231570513,96.77483974,0.280448718
127,Spirit Lake,Amaretto,6929,743,95.5,29.2,2.9,31108,6.231570513,4992,1.388020833,4831,14,16,22,0,12,97,6.231570513,96.77483974,0.280448718
128,Spirit Lake,Schnapps,94133,6423,95.5,29.2,2.9,31108,6.231570513,4992,18.85677083,4831,14,16,22,0,12,97,6.231570513,96.77483974,0.280448718
129,Altoona,Misc,214560,12823,94.5,31.2,4.7,40522,2.427630002,16692,12.85406183,16026,122,13,189,0,7,335,2.427630002,96.0100647,0.730889049
130,Altoona,Whisky,738673,43028,94.5,31.2,4.7,40522,2.427630002,16692,44.25311526,16026,122,13,189,0,7,335,2.427630002,96.0100647,0.730889049
131,Altoona,Tequila,145529,10411,94.5,31.2,4.7,40522,2.427630002,16692,8.718487898,16026,122,13,189,0,7,335,2.427630002,96.0100647,0.730889049
132,Altoona,Gin,49068,3513,94.5,31.2,4.7,40522,2.427630002,16692,2.93961179,16026,122,13,189,0,7,335,2.427630002,96.0100647,0.730889049
133,Altoona,Vodka,599751,50122,94.5,31.2,4.7,40522,2.427630002,16692,35.93044572,16026,122,13,189,0,7,335,2.427630002,96.0100647,0.730889049
134,Altoona,Rum,341864,24537,94.5,31.2,4.7,40522,2.427630002,16692,20.48070932,16026,122,13,189,0,7,335,2.427630002,96.0100647,0.730889049
135,Altoona,Brandy,36787,2086,94.5,31.2,4.7,40522,2.427630002,16692,2.203870117,16026,122,13,189,0,7,335,2.427630002,96.0100647,0.730889049
136,Altoona,Amaretto,10629,899,94.5,31.2,4.7,40522,2.427630002,16692,0.636772106,16026,122,13,189,0,7,335,2.427630002,96.0100647,0.730889049
137,Altoona,Schnapps,64271,4759,94.5,31.2,4.7,40522,2.427630002,16692,3.850407381,16026,122,13,189,0,7,335,2.427630002,96.0100647,0.730889049
138,Perry,Whisky,203976,15786,77.8,13.3,2.4,25372,3.221432199,7876,25.8984256,6839,171,9,104,0,558,195,3.221432199,86.83341798,2.171152869
139,Perry,Rum,85832,6157,77.8,13.3,2.4,25372,3.221432199,7876,10.89791772,6839,171,9,104,0,558,195,3.221432199,86.83341798,2.171152869
140,Perry,Misc,35752,2547,77.8,13.3,2.4,25372,3.221432199,7876,4.539360081,6839,171,9,104,0,558,195,3.221432199,86.83341798,2.171152869
141,Perry,Schnapps,14769,1207,77.8,13.3,2.4,25372,3.221432199,7876,1.875190452,6839,171,9,104,0,558,195,3.221432199,86.83341798,2.171152869
142,Iowa City,Whisky,3059868,161071,94.9,59.9,4.4,18553,0.256310009,72385,42.2721282,57006,5108,176,5906,151,2160,1878,0.256310009,78.75388547,7.056710644
143,Iowa City,Misc,819553,48671,94.9,59.9,4.4,18553,0.256310009,72385,11.32213856,57006,5108,176,5906,151,2160,1878,0.256310009,78.75388547,7.056710644
144,Iowa City,Brandy,365994,15473,94.9,59.9,4.4,18553,0.256310009,72385,5.056213304,57006,5108,176,5906,151,2160,1878,0.256310009,78.75388547,7.056710644
145,Iowa City,Tequila,665159,38294,94.9,59.9,4.4,18553,0.256310009,72385,9.189182842,57006,5108,176,5906,151,2160,1878,0.256310009,78.75388547,7.056710644
146,Iowa City,Distilled Spirits,35563,2825,94.9,59.9,4.4,18553,0.256310009,72385,0.491303447,57006,5108,176,5906,151,2160,1878,0.256310009,78.75388547,7.056710644
147,Iowa City,Gin,423733,29846,94.9,59.9,4.4,18553,0.256310009,72385,5.853878566,57006,5108,176,5906,151,2160,1878,0.256310009,78.75388547,7.056710644
148,Iowa City,Vodka,2730885,221374,94.9,59.9,4.4,18553,0.256310009,72385,37.72722249,57006,5108,176,5906,151,2160,1878,0.256310009,78.75388547,7.056710644
149,Iowa City,Rum,1077310,80972,94.9,59.9,4.4,18553,0.256310009,72385,14.88305588,57006,5108,176,5906,151,2160,1878,0.256310009,78.75388547,7.056710644
150,Iowa City,Amaretto,26802,2263,94.9,59.9,4.4,18553,0.256310009,72385,0.370270084,57006,5108,176,5906,151,2160,1878,0.256310009,78.75388547,7.056710644
151,Iowa City,Schnapps,327220,23897,94.9,59.9,4.4,18553,0.256310009,72385,4.520549838,57006,5108,176,5906,151,2160,1878,0.256310009,78.75388547,7.056710644
152,Storm Lake,Whisky,598877,41254,65.6,15.4,5.8,21889,2.032782318,10768,55.6163633,7195,544,0,1638,223,962,206,2.032782318,66.81835067,5.052005944
153,Storm Lake,Misc,124911,7655,65.6,15.4,5.8,21889,2.032782318,10768,11.60020431,7195,544,0,1638,223,962,206,2.032782318,66.81835067,5.052005944
154,Storm Lake,Vodka,289423,27167,65.6,15.4,5.8,21889,2.032782318,10768,26.87806464,7195,544,0,1638,223,962,206,2.032782318,66.81835067,5.052005944
155,Storm Lake,Rum,232999,17301,65.6,15.4,5.8,21889,2.032782318,10768,21.63809435,7195,544,0,1638,223,962,206,2.032782318,66.81835067,5.052005944
156,Storm Lake,Brandy,121982,5467,65.6,15.4,5.8,21889,2.032782318,10768,11.32819465,7195,544,0,1638,223,962,206,2.032782318,66.81835067,5.052005944
157,Storm Lake,Tequila,119398,6301,65.6,15.4,5.8,21889,2.032782318,10768,11.08822437,7195,544,0,1638,223,962,206,2.032782318,66.81835067,5.052005944
158,Storm Lake,Gin,43111,3747,65.6,15.4,5.8,21889,2.032782318,10768,4.003621842,7195,544,0,1638,223,962,206,2.032782318,66.81835067,5.052005944
159,Storm Lake,Distilled Spirits,4745,220,65.6,15.4,5.8,21889,2.032782318,10768,0.440657504,7195,544,0,1638,223,962,206,2.032782318,66.81835067,5.052005944
160,Storm Lake,Amaretto,5600,649,65.6,15.4,5.8,21889,2.032782318,10768,0.520059435,7195,544,0,1638,223,962,206,2.032782318,66.81835067,5.052005944
161,Storm Lake,Schnapps,54168,4102,65.6,15.4,5.8,21889,2.032782318,10768,5.030460624,7195,544,0,1638,223,962,206,2.032782318,66.81835067,5.052005944
162,Corning,Misc,13064,780,88.2,19,3.2,30058,18.8097622,1598,8.175219024,1559,5,0,12,0,3,19,18.8097622,97.55944931,0.312891114
163,Corning,Whisky,103643,7006,88.2,19,3.2,30058,18.8097622,1598,64.85794743,1559,5,0,12,0,3,19,18.8097622,97.55944931,0.312891114
164,Corning,Vodka,25321,2686,88.2,19,3.2,30058,18.8097622,1598,15.84543179,1559,5,0,12,0,3,19,18.8097622,97.55944931,0.312891114
165,Corning,Schnapps,7172,518,88.2,19,3.2,30058,18.8097622,1598,4.488110138,1559,5,0,12,0,3,19,18.8097622,97.55944931,0.312891114
166,Corning,Tequila,9413,712,88.2,19,3.2,30058,18.8097622,1598,5.89048811,1559,5,0,12,0,3,19,18.8097622,97.55944931,0.312891114
167,Corning,Distilled Spirits,1044,68,88.2,19,3.2,30058,18.8097622,1598,0.653316646,1559,5,0,12,0,3,19,18.8097622,97.55944931,0.312891114
168,Corning,Gin,2333,212,88.2,19,3.2,30058,18.8097622,1598,1.459949937,1559,5,0,12,0,3,19,18.8097622,97.55944931,0.312891114
169,Corning,Rum,14309,985,88.2,19,3.2,30058,18.8097622,1598,8.954317897,1559,5,0,12,0,3,19,18.8097622,97.55944931,0.312891114
